timeStamp,elapsed,label,responseCode,responseMessage,dataType,success,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect,Hostname,failureMessage
"1744240246785","18","[Auth] Get Login Key","200","OK","unknown","true","42","0","10","10","0","0","0","DESKTOP-7GDM8PF_14012","None"
"1744240246788","20","[Auth] Get Login Key","200","OK","unknown","true","42","0","10","10","0","0","0","DESKTOP-7GDM8PF_14012","None"
"1744240246790","21","[Auth] Get Login Key","200","OK","unknown","true","42","0","10","10","0","0","0","DESKTOP-7GDM8PF_14012","None"
"1744240246791","21","[Auth] Get Login Key","200","OK","unknown","true","42","0","10","10","0","0","0","DESKTOP-7GDM8PF_14012","None"
"1744240246791","21","[Auth] Get Login Key","200","OK","unknown","true","42","0","10","10","0","0","0","DESKTOP-7GDM8PF_14012","None"
"1744240246792","22","[Auth] Get Login Key","200","OK","unknown","true","42","0","10","10","0","0","0","DESKTOP-7GDM8PF_14012","None"
"1744240246794","23","[Auth] Get Login Key","200","OK","unknown","true","42","0","10","10","0","0","0","DESKTOP-7GDM8PF_14012","None"
"1744240246847","76","[Auth] Get Login Key","200","OK","unknown","true","42","0","10","10","0","0","0","DESKTOP-7GDM8PF_14012","None"
"1744240247192","419","[Auth] Get Login Key","200","OK","unknown","true","42","0","10","10","0","0","0","DESKTOP-7GDM8PF_14012","None"
"1744240247250","477","[Auth] Get Login Key","200","OK","unknown","true","42","0","10","10","0","0","0","DESKTOP-7GDM8PF_14012","None"
"1744240247705","913","[Auth] Perform Login","404","Not Found","unknown","false","22","0","10","10","0","0","0","DESKTOP-7GDM8PF_14012","404 Client Error: Not Found for url: [Auth] Perform Login"
"1744240247705","915","[Auth] Perform Login","404","Not Found","unknown","false","22","0","10","10","0","0","0","DESKTOP-7GDM8PF_14012","404 Client Error: Not Found for url: [Auth] Perform Login"
"1744240247745","957","[Auth] Perform Login","404","Not Found","unknown","false","22","0","10","10","0","0","0","DESKTOP-7GDM8PF_14012","404 Client Error: Not Found for url: [Auth] Perform Login"
"1744240247750","959","[Auth] Perform Login","404","Not Found","unknown","false","22","0","10","10","0","0","0","DESKTOP-7GDM8PF_14012","404 Client Error: Not Found for url: [Auth] Perform Login"
"1744240247751","965","[Auth] Perform Login","404","Not Found","unknown","false","22","0","10","10","0","0","0","DESKTOP-7GDM8PF_14012","404 Client Error: Not Found for url: [Auth] Perform Login"
"1744240247826","52","[Auth] Get Login Key","200","OK","unknown","true","42","0","20","20","0","0","0","DESKTOP-7GDM8PF_14012","None"
"1744240247831","57","[Auth] Get Login Key","200","OK","unknown","true","42","0","20","20","0","0","0","DESKTOP-7GDM8PF_14012","None"
"1744240247960","191","[Auth] Get Login Key","200","OK","unknown","true","42","0","20","20","0","0","0","DESKTOP-7GDM8PF_14012","None"
"1744240247964","256","q1","200","OK","unknown","true","481","0","20","20","0","0","0","DESKTOP-7GDM8PF_14012","None"
"1744240247964","259","q2","200","OK","unknown","true","483","0","20","20","0","0","0","DESKTOP-7GDM8PF_14012","None"
"1744240247965","189","[Auth] Get Login Key","200","OK","unknown","true","42","0","20","20","0","0","0","DESKTOP-7GDM8PF_14012","None"
"1744240248232","460","[Auth] Get Login Key","200","OK","unknown","true","42","0","20","20","0","0","0","DESKTOP-7GDM8PF_14012","None"
"1744240248274","568","q2","200","OK","unknown","true","483","0","20","20","0","0","0","DESKTOP-7GDM8PF_14012","None"
"1744240248275","1427","[Auth] Perform Login","404","Not Found","unknown","false","22","0","20","20","0","0","0","DESKTOP-7GDM8PF_14012","404 Client Error: Not Found for url: [Auth] Perform Login"
